name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,alt_name,alt_name:en,alt_name:vi,amenity,amenity_1,architect,architect:wikidata,area,barrier,beds,branch,brand,brand:contact:twitter,brand:wikidata,building,building:levels,building:material,building:part,building:prefabricated,camera:mount,camera:type,capacity,check_date,check_date:opening_hours,club,community_centre,community_centre:for,construction,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:website,contact:youtube,craft,cuisine,dance:style,dance:teaching,denomination,description,disused:amenity,disused:shop,disused:sport,disused:tourism,disused:website,drinking_water,ele,emergency,fax,fixme,gnis:feature_id,government,hackerspace,healthcare,healthcare:speciality,height,heritage,heritage:operator,hist_name,historic,historic:amenity,historic:name,image,indoor,internet_access,landuse,layer,leed,leisure,level,lgbtq,loc_name,man_made,min_age,name:am,name:en,name:es,name:etymology,name:etymology:wikidata,name:ko,name:signed,name:vi,name:vi-Hani,name:zh,not:amenity,note,office,official_name,old:operator,old_name,old_name:es,opening_hours,opening_hours:covid19,opening_hours:signed,operational_status,operator,operator:short,operator:type,operator:website,operator:wikidata,owner,owner:wikidata,paloalto_ca:id,payment:cash,payment:contactless,payment:credit_cards,payment:discover_card,payment:mastercard,payment:visa,pet,pets,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,redwood_city_ca:bldg_id,ref,ref:nrhp,religion,residential,roof:levels,roof:orientation,roof:shape,scents,second_hand,service:bicycle:repair,service_times,shelter,shelter_type,shop,short_name,short_name:en,short_name:vi,smoking,social_facility,social_facility:for,social_facility:for_1,social_facility_1,source,source:addr,source:url,sport,start_date,strapline,surveillance,surveillance:type,surveillance:zone,survey:date,theatre:genre,toilets,tourism,training,type,was:addr:housenumber,was:addr:street,was:addr:unit,was:amenity,was:name,washing_machine,website:calendar,website:menu,wheelchair,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:neighbourhood,addr:postcode,addr:state,addr:street,addr:unit
Redwood Senior Apartments,,santa_clara,,social_community,,,,,,,https://www.redwoodseniors.com/,37.3095123,-121.9150914,836259384,way,,,,,,social_facility,,,,,,,,,,,apartments,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.90,,,,,,,,,8.77,,,,,,,"https://res.cloudinary.com/exygy/image/upload/w_1302,c_limit,q_65/housingbayarea/FLA_0742-Edit_sfnpxf.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvertree Residential,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,no,assisted_living,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,814,,95126,CA,Saint Elizabeth Drive,101-125;151-172;201-207;209-226;251-259;261-274;301-319;351-374
Shire House,,santa_clara,,social_community,,,,,,,,37.3152257,-121.880703,839532685,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.82,,,,,,,,,7.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shire House Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1230,,95110,CA,Vine Street,
Shiraz Senior,,santa_clara,,social_community,,,,,,,,37.3296743,-121.8530576,839953405,way,,,,,,social_facility,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.12,,,,,,,,,11.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROEM Development,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,no,,senior,,,,,,,2002,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1295,,95122,CA,McLaughlin Avenue,
Alano Club of San Jose,,santa_clara,,social_community,,,,,,,,37.3250441,-121.8472325,839953551,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.79,,,,,,,,,9.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,drug_addicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1122,,95122,CA,Fair Avenue,
Alma Community Center,,santa_clara,,social_community,,,,+1-408-275-1315,,,https://www.sanjoseca.gov/Home/Components/FacilityDirectory/FacilityDirectory/2/2040,37.3142663,-121.8759453,841565269,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.65,,,,,,,,,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 09:00-17:00,off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,136,,95110,,West Alma Avenue,
Iamesi Village,,santa_clara,,social_community,,,,,,,https://www.firstcommunityhousing.org/property-iamesivillage,37.3400018,-121.8989561,842032999,way,,,,,,social_facility,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North San Pedro Studios;North San Pedro Apartments,,,,,,First Community Housing,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supportive_housing,underprivileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,201,,95110,CA,Bassett Street,
Almaden Oaks Community Center,,santa_clara,,social_community,,,,+1-408-265-2571,,,,37.2577064,-121.8906618,857415122,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.40,,,,,,,,,4.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1434,,95118,,Gerlach Drive,
Arques Place Club House,,santa_clara,,social_community,,,,,,,,37.3821482,-122.0177541,874839378,way,,,,,,community_centre,,Summerhill Homes,,,,,,,,,yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,Arques Place Homeowners Assocation,,cooperative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uplift Family Services,,santa_clara,,social_community,,,,,,,https://upliftfs.org/,37.2181278,-121.9662827,875423612,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,mental_health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Gatos,,,,,499,,95030,CA,Loma Alta Avenue,
Bill Wilson Center,,santa_clara,,social_community,,,,,,,,37.325928,-121.8822315,878707593,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,691;693,,95112,CA,South 2nd Street,
Twelveacres Braeburn,,santa_clara,,social_community,,,,,,,,37.2992237,-121.9711989,881767565,way,,,,,,social_facility,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.23,,,,,,,,,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twelveacres, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,3950,,95130,CA,Braeburn Court,
Housing Choices,,santa_clara,,social_community,,,,,,,,37.2386065,-121.9038245,881802200,way,,,,,,social_facility,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.83,,,,,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Housing Choices Coalition for Persons with Developmental Disabilities, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,5467,,95124,CA,Camden Avenue,
,,santa_clara,,social_community,,,,,,,,37.3824801,-122.0154563,881804634,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,santa_clara,,social_community,,,,,,,,37.2815487,-121.8823439,883863308,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.26,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2691,,95125,,Almaden Road,
,,santa_clara,,social_community,,,,,,,,37.375023,-121.9937988,883906501,way,,,,,,community_centre,,,,,,,,,,,civic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2985,,,CA,Feliz Road,
Mount Tabor Hall,,santa_clara,,social_community,,,,,,,,37.2605697,-121.8929118,914573151,way,,,,,,community_centre,,,,,,,,,,,school,,,,,,,,,,,parish_hall,,,,,,,,,,,,,roman_catholic,,,,,,,,60.88,,,,,,,,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diocese of San José,,,,Q875815,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boys & Girls Club,,santa_clara,,social_community,,,,,,,,37.3340909,-121.8230479,915703022,way,,,,,,social_facility,,,,,,,,Boys & Girls Club,,Q2923055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boys & Girls Clubs of Silicon Valley,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2195,,95122,CA,Cunningham Avenue,
Colorado Park Apartments,,santa_clara,,social_community,,,,,,,,37.4391357,-122.11791,932794017,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alta Housing,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,affordable_housing,underprivileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palo Alto,,,,,1141,,94303,CA,Colorado Avenue,
Los Altos Community Center,,santa_clara,,social_community,,,,,,,,37.3806154,-122.1105693,937462867,way,,,,,,community_centre,,Noll & Tam,,,,,,,,,civic,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Altos,,,,,97,,94022,CA,Hillview Avenue,
Campbell Community Center,,santa_clara,,social_community,,,,,,,https://www.campbellca.gov/328/Community-Center,37.2872539,-121.950117,945012800,way,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell Recreation & Community Services Department,,public,,Q106911531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell,,,,,1,,95008,CA,West Campbell Avenue,
Campbell Adult Center,,santa_clara,,social_community,,,,,,,,37.2879317,-121.9509572,945012803,way,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,Campbell Recreation & Community Services Department,,public,,Q106911531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell,,,,,1,,95008,CA,West Campbell Avenue,C-33;C-34;C-35
Oak Tree Village,,santa_clara,,social_community,,,,,,,,37.2685737,-121.823129,956123918,way,,yes,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://res.cloudinary.com/exygy/image/upload/w_1302,c_limit,q_65/housingbayarea/Property_pic_glhxir.jpg",,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,apartments,,,,,,,,,,,,,,no,,seniors,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,San Jose,,,,,100,,95111,CA,Branham Lane East,
Greenhills Manor,,santa_clara,,social_community,,,,,,,,37.2833284,-121.9619731,996760293,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"J&J Healthcare Services, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell,,,,,238,,95008,CA,Virginia Avenue,
Atria Willow Glen,,santa_clara,,social_community,,,,+1-408-266-1660,,,https://www.atriaseniorliving.com/retirement-communities/atria-willow-glen-san-jose-ca/,37.2910984,-121.9098617,1007461169,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1660,,95125,,Gaton Drive,
Herman Health Care Center,,santa_clara,,social_community,,,,,,,,37.2825539,-121.900628,1007503941,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2295,,95125,,Plummer Avenue,
Brookdale San Jose,,santa_clara,,social_community,,,,,,,,37.2530606,-121.8692672,1041846416,way,,,The Atrium,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1009,,95123,,Blossom River Way,
,,santa_clara,,social_community,,,,,,,,37.3379361,-121.8528231,1042493929,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HomeFirst Services Santa Clara County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,transitional,tiny_houses,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,928,,95122,CA,Felipe Avenue,
Las Ventanas Apartments,,santa_clara,,social_community,,,,,,,,37.2995843,-121.8768369,1042673337,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARE Management,,,,,,,,,,,,,,,no,,,,,,,apartments,,,,,,,,,,,,,,,,underprivileged,,,https://housing.sanjoseca.gov/listing/b0142f0f-e7e2-4426-9665-03c52f5b4e0d/las_ventanas_apartments_1800_evans_ln_san_jose_ca,,,,2004,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1800,,95125,,Evans Lane,
,,santa_clara,,social_community,,,,,,,,37.2960484,-121.8749867,1042673339,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trailer_park,,,,,,,,,,,,,,,shelter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atria Chateau Gardens,,santa_clara,,social_community,,,,,,,,37.3135218,-121.9080976,1064644207,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hacienda Creek,,santa_clara,,social_community,,,,+1-408-885-0551,,,https://www.roemcorp.com/project/hacienda-creek/,37.3556371,-121.8696465,1066164798,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROEM,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,399,,95116,,East Court,
Vista Park Apartments,,santa_clara,,social_community,,,,,,,,37.2762022,-121.8512261,1071786789,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dabble Arts Center,,santa_clara,,social_community,,,,,,,,37.011497,-121.570515,1072154869,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.900001525878906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnamese American Service Center,,santa_clara,,social_community,,,,,,,https://vasc.sccgov.org/,37.3074068,-121.846821,1080441811,way,,,,,Trung Tâm Phục Vụ Việt Mĩ,social_facility,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vietnamese American Service Center,Centro de Servicio Vietnamita Americano,,,,,Trung Tâm Phục Vụ Việt Mỹ,,,,,,,,,,,,,,Santa Clara County Office of the County Executive,,public,,Q113188948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VASC,VASC,,,outreach,minorities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2410,,95111,CA,Senter Road,
Renascent Place,,santa_clara,,social_community,,,,,,,,37.3076482,-121.8453808,1080443160,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,social_housing,underprivileged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,2450,,95111,CA,Senter Road,
Jeanne D' Arc Manor,,santa_clara,,social_community,,,,,,,,37.3372411,-121.8858367,1182804975,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The John Stewart Company,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,https://housing.sanjoseca.gov/listing/04387ab3-ffed-4c47-a19a-07f70cb865ed/jeanne_d_arc_manor_85_s_5_th_st_san_jose_ca,,,,1982,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,85,,95112,CA,South 5th Street,
Villas at Fourth Street,,santa_clara,,social_community,,,,,,,,37.3573396,-121.9018785,1223135411,way,,,,,,social_facility,,,,,,,,,,,apartments,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,People Assisting the Homeless,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affordable_housing,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1020,,95112,CA,North 4th Street,
Community Building,,santa_clara,,social_community,,,,,,,,37.3478808,-121.9041716,1274565505,way,private,,,,,community_centre,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,LifeMoves,,private_non_profit,,Q54813928,City of San José,Q60788603,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guadalupe Emergency Interim Housing,,santa_clara,,social_community,,,,,,,https://www.lifemoves.org/directory/guadalupe-emergency-interim-housing-san-jose/,37.3477696,-121.905047,1274565517,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,Guadalupe Parkway,,,,,,,,,,,,,,,,,,LifeMoves,,private_non_profit,,Q54813928,City of San José,Q60788603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Princess Lodge,,santa_clara,,social_community,,,,,,,,37.2686916,-121.9595194,1301027453,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Campbell,,,,,552,,95008,CA,West Hacienda Avenue,
ARTis ANiMA Studio of Fine Arts,,santa_clara,,social_community,,,,,,,,37.414105,-122.1250043,1306297057,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blossom Valley Senior Apartments,,santa_clara,,social_community,,,,,,,,37.251625,-121.828208,1309991495,way,,,,,,social_facility,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,no,group_home,senior,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,339,,95123,CA,Blossom Hill Road,
Buena Vista Midtown Senior Apartments,,santa_clara,,social_community,,,,,,,,37.3235695,-121.9188453,1311339523,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAH Housing,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,no,,senior,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,1535,,95126,CA,West San Carlos Street,
Sonnet Hill,,santa_clara,,social_community,,,,,,,https://sonnethill.com/,37.3199663,-121.9139291,1346832475,way,,,,,,social_facility,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,429,,95126,,Meridian Avenue,
Sunny View,,santa_clara,,social_community,,,,,,,,37.3231506,-122.06601,1362668006,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palo Alto Family YMCA,,santa_clara,,social_community,,,,,,,,37.4276718,-122.1164886,1363158013,way,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YMCA,,ngo,,Q54834579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Palo Alto,,,,,3412,,94303,CA,Ross Road,
Pacific Gardens,,santa_clara,,social_community,,,,,,,,37.365272,-121.9947146,1386881223,way,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
