name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,ALAND,AREAID,AWATER,COUNTYFP,FIXME,MTFCC,OBJNAME,SHAPE_STAr,SHAPE_STLe,STATEFP,Tiger:MTFCC,Zoning,abandoned,abandoned:amenity,access,affiliation,after_school,air_conditioning,alt_name,alt_name:am,alt_name:en,alt_name:es,alt_name:vi,amenity,amenity:historic,amenity_1,architect,architect:wikidata,area,artist_name,basilica,branch,brand,building,building:architecture,building:colour,building:levels,building:material,building:part,building:type,building:use,capacity,check_date,comment,community,community:en,community:gender,community:vi,community:wikidata,community_centre,community_centre:for,contact:facebook,contact:fax,contact:instagram,contact:twitter,contact:website,contact:youtube,created_by,demolished:amenity,demolished:building,denomination,denomination:wikidata,description,description:emergency,designation,diocese,disued:website,disused,disused:amenity,disused:denomination,disused:office,disused:official_name,disused:phone,disused:religion,disused:school,disused:website,ele,elevation,events_centre:conference,facebook,fax,fee,fixme,fixme:amenity,flag:name,flag:type,flag:wikidata,full_name,full_name:es,gnis:feature_id,grade,grades,healthcare,height,heritage,heritage:name,heritage:operator,heritage:ref,heritage:since,historic,historic:denomination,historic:name,image,indoor,inscription,internet_access,internet_access:ssid,landuse,language:am,language:en,language:es,language:hr,language:ja,language:ko,language:la,language:zh,layer,leisure,level,loc_name,location,long_name,man_made,mascot,massgis:cat,max_age,min_age,monastery:type,museum,name:am,name:en,name:es,name:etymology,name:etymology:wikidata,name:fil,name:fr,name:he,name:it,name:ja,name:ko,name:pt,name:ru,name:th,name:tl,name:uk,name:ur,name:vi,name:vi-Hani,name:zh,name:zh-Hans,name:zh-Hant,not:shop,note,note:address,office,official_name,official_name:en,official_name:es,old_name,old_name:am,old_name:en,old_name:es,old_name:ko,old_name:la,old_name:vi,old_official_name:en,opening_hours,operator,operator:short,operator:type,operator:website,operator:wikidata,owner,owner:website,owner:wikidata,paloalto_ca:id,payment:cash,payment:credit_cards,pet,phone:mnemonic,place_of_worship,preschool,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,redwood_city_ca:bldg_id,ref,ref:blklot,ref:chisl,ref:chl,ref:nrhp,religion,religion:wikidata,residential,reviewed,roof:colour,roof:height,roof:levels,roof:orientation,roof:shape,room,ruins,school,school:gender,service_times,sfgov:OBJNAME,shop,short_name,short_name:en,short_name:vi,short_name:zh,social_facility,social_facility:for,social_facility:for_1,source,source:addr,source:phone,sport,start_date,strapline,subject,subject:wikidata,survey:date,toilets:wheelchair,tourism,training,type,upload_version,verified,was:amenity,was:denomination,website:official,wheelchair,wikidata,wikimedia_commons,wikipedia,addr:1:housenumber,addr:city,addr:country,addr:county,addr:floor,addr:full,addr:housename,addr:housenumber,addr:paloaltoca_id,addr:place,addr:postcode,addr:state,addr:street,addr:unit
Saratoga Institute of Religion,,santa_clara,,religion,,,,,,,,37.2664384,-122.0058605,414856364,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Andrew's Episcopal Church,,santa_clara,,religion,,,,,,,,37.2716082,-122.015278,414856373,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,episcopal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saratoga,,,,,,13601,,,95070,CA,Saratoga Avenue,
New Life Pentecostal Church of God,,santa_clara,,religion,,,,,,,http://www.newlifepcg.org/,37.4073551,-122.0892838,415691722,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,1828540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountain View,,,,,,1912,,,94043,CA,San Luis Avenue,
Cambrian Park Church of the Nazarene,,santa_clara,,religion,,,,408-377-0432,,,https://www.nazarenesj.com/,37.274593,-121.9239661,424473844,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,nazarene,,,,,,,,,,,,,,,,67.31,,,,,,,,,,,,,1830557;1830511,,,,5.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,,2575,,,95124,,Coit Drive,
Sacred Heart Parish of Saratoga,,santa_clara,,religion,,,,,,,https://parish.sacredheartsaratoga.org/,37.2683616,-122.0173521,432807705,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religion,,,,,,,,,,,,,Diocese of San José,,,,Q875815,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saratoga,,,,,,13716,,,95070,CA,Saratoga Avenue,
Sacred Heart Elementary School,,santa_clara,,religion,,,,,,,https://school.sacredheartsaratoga.org/school/index.html,37.2678053,-122.017916,432807706,way,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1828727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diocese of San José,,religious,,Q875815,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q14683847,,"en:Sacred Heart School (Saratoga, California)",,Saratoga,,,,,,13718,,,95070,CA,Saratoga Avenue,
The Father's House,,santa_clara,,religion,,,,,,,,37.4247776,-122.115279,435769100,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,nondenominational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,City of Palo Alto CA 0713,,,,,,,,,,,,,,,,,,,,,,,Palo Alto,,,,,,3585,,,,,Middlefield Road,
Sacred Heart Church of Saratoga,,santa_clara,,religion,,,,,,,,37.2684914,-122.018084,439445506,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,115,,,,,,,,,,,,,2107829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diocese of San José,,,,Q875815,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7397163,,,,Saratoga,,,,,,13724,,,95070,CA,Saratoga Avenue,
Mount Olive Lutheran Church,,santa_clara,,religion,,,,,,,,37.4391152,-121.873499,451432007,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,lutheran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milpitas,,,,,,1989,,,95035,CA,East Calaveras Boulevard,
West Hills Community Church,,santa_clara,,religion,,,,,,,,37.2751103,-121.896399,454610264,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.81,,,,,,,,,,,,,,,,,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,santa_clara,,religion,,,,,,,,37.2866277,-121.9598294,456635675,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,seventh_day_adventist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martin of Tours Church and School,,santa_clara,,religion,,,,,,,,37.3258661,-121.9397666,469585167,way,,,,,,,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diocese of San José,,religious,,Q875815,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Martin of Tours Church,,santa_clara,,religion,,,,,,,https://www.stmartin.org/,37.3240471,-121.9390672,469586095,way,,,,,,,,,,,,,,,,,,,Saint Martin’s Community,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,52.28,,,,,,,,,,,,,,,,,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diocese of San José,,,,Q875815,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7401791,,en:Saint Martin of Tours Parish,,San Jose,,,,,,200,,,95128,CA,O’Connor Drive,
St Lukes Chapel in the Hills,,santa_clara,,religion,,,,+1-650-941-6524,,,https://stlukeschapel.org/,37.3654569,-122.1354171,469845141,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,anglican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Los Altos Hills,,,,,,26140,,,94022,CA,Duval Way,
Casa de Clara San Jose Catholic Worker,,santa_clara,,religion,,,,,,,https://www.sjcw.org/,37.3436512,-121.8886625,469915723,way,,,,,,,,,,,,,,,,,,,,,,,,social_facility,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,32.91,,,,,,,,,,,,,,,,,6.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose Catholic Worker,,religious,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,,318,,,95112,CA,North 6th Street,
,,santa_clara,,religion,,,,,,,,37.2608512,-121.8791796,473942281,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jehovahs_witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,santa_clara,,religion,,,,,,,,37.4328588,-122.1399182,482133227,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,presbyterian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Lady Star of the Sea Church,,santa_clara,,religion,,,,,,,,37.4279381,-121.969778,484217827,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,1,,,,,,,,,,,,,,,,,,,,,,,,catholic,,,,,,,,,,,,,,,,8.62,,,,,,,,,,,,,1828570,,,,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,Alviso,,,,,,1385;1391,,,95002,CA,Michigan Avenue,
Christian Church of Santa Clara,,santa_clara,,religion,,,,,,,,37.3567305,-121.9775431,484481405,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,2025-03-22,,,,,,,,,,,,,,,,,,protestant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,,,,,,1821,,,95051,CA,Bowers Avenue,
First Presbyterian Church,,santa_clara,,religion,,,,,,,https://reachingthevalley.org/,37.3412807,-121.9687513,484511696,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,2023-09-16,,,,,,,,,,,,,,,,,,presbyterian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,First Presbyterian Church of Santa Clara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,,,,,,2499,,,95050,CA,Homestead Road,
,,santa_clara,,religion,,,,,,,,37.3400322,-121.9700042,484511702,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Jose Quaker Meeting House,,santa_clara,,religion,,,,,,,https://www.sanjosefriends.org/,37.3412843,-121.9282858,484521719,way,,,,,,,,,,,,,,,,,,,San Jose Friends Church;San Jose Friends’ Meeting,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,quaker,,,,,,,,,,,,,,,,31.07,,,,,,,,,,,,,1830446,,,,6.81,,,,,,church,,,,,,,,,,,,,,,,,,,,Morse Street Quaker Meetinghouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,College Park Association of Friends Meeting House,,,,,,,,,San Jose Meeting of the Religious Society of Friends,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,,1041,,,95126,CA,Morse Street,
Mission City Church,,santa_clara,,religion,,,,,,,,37.3487553,-121.9874258,484718893,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Volodymyr Ukrainian Catholic Center,,santa_clara,,religion,,,,,,,http://stvolodymyrucc.org/,37.3444793,-121.9414498,484780970,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,ukrainian_greek_catholic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saint Volodymyr Ukrainian Catholic Center,,,,,,,,,,,,,,Українська Католицька Церква Святого Володимира Великого,,,,,,,,,,,Saint Volodymyr Ukrainian Catholic Mission Center,Saint Volodymyr Ukrainian Catholic Mission Center,,,,,,,,,,,Eparchy of Saint Nicholas of Chicago,,,,Q1346622,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,,,,,,445,,,95050,CA,Washington Street,
Coachella Valley Church,,santa_clara,,religion,,,,,,,https://coachellavalley.church/,37.3441012,-121.9297274,484783836,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.03,,,,,,,,,,,,,,,,,10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rastafarian,,,,,,,,,,,,,,,cannabis,,,,,,,,,,,,,,,,,,,,,,,,,,,Q48727063,,,,San Jose,,,,,,2148,,,95126,,The Alameda,1-4
Kingdom Hall of Jehovah’s Witnesses;Salón del Reino de los Testigos de Jehová,,santa_clara,,religion,,,,,,,,37.3374561,-121.979667,484885210,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,jehovahs_witness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingdom Hall of Jehovah’s Witnesses,Salón del Reino de los Testigos de Jehová,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,,,,,,2900,,,95051,CA,Homestead Road,
,,santa_clara,,religion,,,,,,,,37.3352414,-121.9497639,484888361,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.98,,,,,,,,,,,,,,,,,4.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,,,,,,1224,,,95050,CA,North Winchester Boulevard,
,,santa_clara,,religion,,,,,,,,37.3334676,-121.9510271,484890109,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvary Baptist Church of Santa Clara,,santa_clara,,religion,,,,,,,,37.334857,-121.9853676,484892800,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,baptist,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,1830333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chabad S. Clara,,santa_clara,,religion,,,,,,,https://www.jewishclara.com/,37.3302515,-121.9559904,484897557,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,detached,,,1,,,,,,,,,,,,,,,,,,,,,,,,chabad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Q159260,,,,,,,,,,,,,,,,,,,Do not expand abbreviation in name; may be a religious taboo,,,Chabad of S. Clara,,,,,,,,,,,,,,,,,,,,,,,,,chabad_house,,,,,,,,,,jewish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,,,,,,2043,,,95050,CA,Pruneridge Avenue,
Saint Frances Cabrini Church,,santa_clara,,religion,,,,,,,https://sfcabrini.org/,37.2608985,-121.9370072,487023243,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,84.03,,,,,,,,,,,,,1830546,,,,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diocese of San José,,,,Q875815,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7401239,,en:Saint Frances Cabrini Parish,,San Jose,,,,,,15333,,,95124,CA,Woodard Road,
Calstar Assembly of God,,santa_clara,,religion,,,,,,,,37.3156002,-121.947315,496165951,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,evangelical,,,,,,,,,,,,,,,,50.84,,,,,,,,,,,,,,,,,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,along,gabled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,,2970,,,95128,,Moorpark Avenue,
Holy Cross Church,,santa_clara,,religion,,,,,,,https://holycrosssj.com/,37.3520621,-121.8867158,496994924,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,church,,,,,,,,,,,,,,,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,34.61,,,,,,,,,,,,,1830467,,,,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Holy Cross Church,Iglesia de la Santa Cruz,,,,,,Chiesa della Santa Croce,,,,,,,,,,,,,,,,,,,,,Sanctissimi Crucifixi,,,,,Sanctissimi Crucifixi,,,,Scalabrinian Missionaries;Diocese of San Jose,,,,Q15141148;Q875815,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q18705845,,"en:Holy Cross Church (San Jose, California)",,San Jose,,,,,,580,,,95112,CA,Jackson Street,
,,santa_clara,,religion,,,,,,,,37.2210326,-121.9766361,499557744,way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christ_scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,religious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movimiento Gnóstico A.C.,,santa_clara,,religion,,,,,,,,37.3194438,-121.8857599,499586794,way,,,,,,,,,,,,,,,,,,,,,,,,place_of_worship,,,,,,,,,,house,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.56,,,,,,,,,,,,,,,,,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Movimiento Gnóstico A.C.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gnostic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Jose,,,,,,901,,,95110,,Locust Street,
